"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"1160","SCMR",2010,671.02,104.416,28.431,0.028,-284.087,43.846,644.003,11.175,27.017,-14.805,39.2,2.2,-1115.545,0,68.617,560.969,0,0.154,-0.52,52420048,4.59854066985646,23.0247541374847,0,FALSE,3,654.616784882827,0,0.199721597129672,0.0225843888232201
"1161","SCMR",2011,469.737,60.765,28.739,0.029,-179.146,29.817,448.757,11.537,20.98,-17.798,44.5,2.4,-1134.396,0,48.688,401.217,0,0.076,-0.62,29765470,-3.73859523809524,20.5777866136851,0,FALSE,3,591.385009490695,0,0.181681116063713,0.030129576695468
"1162","SCMR",2012,461.934,136.654,28.879,0.029,2.444,35.554,442.231,8.469,19.703,-12.924,46.9,1.3,-1147.155,0,57.285,373.19,0,0.217,-0.45,55002831,-16.7425,13.4415371387956,0,FALSE,3,388.178151031278,0,1.24557926873386,0.0334783139274442
"1163","SCMR",2013,24.089,21.041,28.882,0,0,0,13.637,0,10.452,0,0,0,0,0,0,0,0,0,-0.677458333333333,45900182,-1.7812,0.76216336192507,0,FALSE,3,22.0128022191199,0,2.33703178213795,0.888862371476649
"1164","TKOI",2010,15.556,0.136,101.259,0.101,0.972,5.84,8.379,0.599,7.429,-1.772,0,0,-115.513,0,11.259,-4.163,0,0,-0.02,36918444,-0.0133569377990431,0.159599192686922,0,FALSE,2,16.160854652285,0,0.0836905097962793,0.125313917090001
"1165","TKOI",2011,13.197,0.961,104.35,0.104,0.339,6.214,9.465,0.322,4.586,-1.902,0,0,-118.344,-0.929,11.181,-0.775,0,0,-0.02,35820795,0.03325,0.150034161387494,0,FALSE,2,15.656064740785,0,0.221616195221867,0.133302974569544
"1166","TKOI",2012,15.176,1.164,108.103,0.108,0.344,6.854,10.422,0.655,5.568,0.39,100,1.93,-117.954,0,12.758,0.415,0,0,-0.0215124458874459,22131784,-0.021705,0.162596288654773,0,FALSE,2,17.5771465924469,0,0.133490131783293,0.132305885118457
"1167","TKOI",2013,10.859,0.573,125.036,0.125,-0.186,6.786,6.098,0.939,5.156,-3.995,124,1.72,-121.949,0,13.89,-0.57,0,-0.335,-0.04,35312190,0.0867285714285714,0.226450568181818,0,FALSE,2,28.3144732431818,0,0.38299118489708,0.176638991551939
"1168","IDN",2010,23.974,1.489,27.007,0.027,-0.095,8.971,19.786,0.018,4.188,-2.573,77,2.1,-80.68,0,12.292,1.174,0,0,-0.1,30435257,-2.04077248803828,1.80073010227314,0,FALSE,2,48.6323178720907,0,1.13330281171072,0.0555330306711515
"1169","IDN",2011,22.945,1.394,27.463,0.027,0.027,9.11,19.755,0.012,3.19,-0.291,0,0,-80.971,0,12.484,1.984,0,0,-0.01,7899965,-0.480396666666667,1.14089103637305,0,FALSE,2,31.332290531913,0,0.421071470763652,0.00876507894372676
"1170","IDN",2012,20.461,1.685,27.724,0.028,0.13,6.746,17.678,0.338,2.783,-2.26,0,0,-83.231,0,8.803,0.744,0,0,-0.08,6911999,-0.2489,1.36856702988532,0,FALSE,2,37.9421523365406,0,0.181869060531772,0.0584553027020559
"1171","IDN",2013,17.902,0.224,27.897,0.028,0.071,5.458,15.356,0.055,2.546,-2.424,0,0,-85.656,0,7.299,-0.72,0,0,-0.09,14075541,-0.228671428571429,0.57842063320769,0,FALSE,2,16.1362004045949,0,0.395337606307901,0.155596109185967
"1172","IMMR",2010,80.875,12.243,28.229,0.031,0.418,28.891,53.684,0.406,27.191,-5.927,68,1.4,-104.433,0,31.124,56.771,0,0,-0.21,37060463,1.28366028708134,5.26617461844664,0,FALSE,2,148.65884330413,0,0.243755739239042,0.0398771433184917
"1173","IMMR",2011,74.679,7.298,27.858,0.032,-4.012,30.093,51.621,0.423,23.058,-1.604,72,0.8,-106.039,0,30.635,49.52,0,0,-0.06,49865954,-0.715833333333333,7.0127897793314,0,FALSE,2,195.362297672614,0,0.102075401638744,0.00855579617926611
"1174","IMMR",2012,63.442,4.558,27.296,0.032,-4.553,31.145,44.641,0.141,18.801,-5.564,70,0.7,-111.612,0,32.169,38.64,0,0,-0.2,32016248,0.934485,5.64487176773043,0,FALSE,2,154.08241977197,0,0.165545833182977,0.0354303885419193
"1175","IMMR",2013,110.575,14.136,28.637,0.034,6.591,4.267,80.671,0,29.904,40.155,70,0.8,-86.817,0,47.47,64.249,29.066,36.85,1.42,68951883,4.26595238095238,11.6538797888579,0,FALSE,2,333.732155513522,0,0.366054263321904,0.121847833144602
"1177","FNSR",2010,885.149,314.765,89.903,0.09,108.584,352.617,739.172,187.617,185.992,88.095,0,0,-1576.533,0,948.787,559.418,0,0,1.1,574860107,16.1766507177033,16.1465743658595,0,FALSE,3,1451.62547521386,0,1.00186270791329,0.068125905537329
"1178","FNSR",2011,969.427,234.544,91.452,0.091,-6.674,327.343,819.86,218.432,189.582,42.993,0,0,-1537.786,0,952.579,534.802,0,-1.738,0.47,1122488851,-15.8384761904762,22.9583417185091,0,TRUE,3,2099.58626684109,0,0.689878928742801,0.0204718618514631
"1179","FNSR",2012,1007.847,289.076,93.779,0.094,5.417,324.874,852.53,200.67,195.332,-5.454,0,0,-1543.435,0,934.335,532.461,0,1.212,-0.06,647440669,-4.211,15.7567141575942,0,FALSE,3,1477.64889698503,0,0.267251151343025,0.00380790051782985
"1180","FNSR",2013,1497.546,303.101,97.282,0.097,274.695,464.557,1228.905,259.759,481.487,111.787,0,0,-1440.148,0,1156.833,818.143,0,-0.158,1.16,615726021,7.15004761904762,18.0256409738526,0,FALSE,3,1753.57040521833,0,0.396659826378393,0.0643527740113462
"1182","BCSI",2010,819.408,375.939,44.064,0.004,20.397,399.697,552.484,10.134,345.06,47.024,56,1.4,-794.967,0,487.113,309.152,34.65,45.049,1,253442654,0.255968899521534,26.3449190833639,0,FALSE,3,1160.86251448935,0,0.00971606322690023,0.0379579833529067
"1183","AXST",2010,9.75,0.077,23.683,0.002,3.002,7.506,-12.764,1.045,22.514,-6.311,100,2.65,-52.718,0,45.43,-13.14,0,0,-0.27,4436532,-0.0258856459330143,0.104231408973686,0,FALSE,3,2.4685124587238,0,0.24834784627683,2.59039000488004
"1184","AXST",2011,11.497,0.85,23.8,0.002,-1.387,12.926,-11.631,0.534,23.128,1.1,100,1.49,-51.712,0,54.127,-11.803,0,0,0.05,8231052,0.224419047619048,0.143292021886072,0,FALSE,3,3.41035012088852,0,1.56616568504754,0.348937779939721
"1185","AXST",2012,18.164,1.875,24.145,0.002,-2.766,15.301,-1.865,0.33,25.125,4.314,116,0.97,-47.421,0,59.656,-2.164,0,0,0.18,11236789,1.26786,0.918906069950898,0,FALSE,3,22.1869870589644,0,1.37974929262111,0.195885091943748
"1186","WILN",2011,588.992,432.186,123.237,436.606,289.935,101.582,336.345,0,257.836,31.797,55,1.9,-119.511,0,105.809,200.434,18.086,16.235,0.26,17774763,-1.88944978354978,6.85348781439058,0,FALSE,0,844.603277782052,0,0.275691711245538,0.0379368880548771
"1187","WILN",2012,330.785,175.246,121.541,431.067,-260.284,57.251,294.932,0,38.523,-14.52,49,1.3,-149.879,0,87.96,153.363,20.817,20.817,-0.12,8931060,-0.762,5.20452318497991,0,FALSE,0,632.562952425643,0,0.146411106823216,0.0230568672162546
"1188","WILN",2013,337.201,130.394,119.909,425.238,-24.83,34.85,285.661,0,84.092,-18.093,43,1.3,-186.764,0,88.209,99.951,26.876,26.876,-0.15,21072043,-1.40571428571429,3.91432705161289,0,FALSE,0,469.36304243185,0,0.359120295054309,0.0383207631917708
"1189","EONC",2010,15.605,4.108,2.849,0.015,-1.572,6.419,10.593,4.948,8.659,0.467,0,0,-48.279,0,17.094,8.477,0,0,0.17,10330836,-3.02993492822967,2.57048413936686,0,FALSE,3,7.32330931305619,0,1.17874095460319,0.0661354012640875
"1190","EONC",2011,13.651,1.542,2.864,0.015,-0.842,6.585,8.717,5.516,8.037,-1.38,0,0,-49.764,0,23.416,7.504,0,0,-0.48,11559601,-0.629700476190476,1.63738437263283,0,FALSE,3,4.68946884322044,0,0.384577064930667,0.293150470972301
"1191","EONC",2012,13.606,2.162,2.877,0.015,-0.15,6.217,9.179,5.261,7.46,0.464,0,0,-49.305,0,22.497,7.753,0,0,0.16,2589559,-0.57511,1.08981924103738,0,FALSE,3,3.13540995646453,0,0.527711365650477,0.146813337455576
"1192","EONC",2013,13.115,1.778,2.878,0.015,-0.209,4.94,9.269,5.026,6.742,0.068,0,0,-49.237,0,20.586,7.736,0,0,0.02,6478253,0.903947619047619,0.974035528408472,0,FALSE,3,2.80327425075958,0,0.928043785553312,0.0205331319204332
"1193","UTSI",2010,784.283,351.507,155.327,0.182,34.527,75.838,248.94,160.183,535.343,-65.129,83,1.4,-1062.88,0,291.535,213.736,1.742,0.944,-0.48,180985085,-0.280263157894737,2.19607947687483,0,FALSE,3,341.110436904537,0,0.127619770070239,0.218571324514663
"1194","UTSI",2011,600.94,301.626,151.816,0.182,-6.177,116.134,271.039,137.884,329.901,13.387,75,0.58,-1036.023,0,320.576,280.01,1.823,0.787,0.09,199472754,-0.821285714285714,1.75823783808995,0,FALSE,3,266.928635627465,0,0.467107291456035,0.0511876141272051
"1195","UTSI",2012,488.091,179.584,142.968,0.182,-8.842,72.558,216.656,151.5,271.435,-34.385,79,0.56,-1073.68,0,186.728,196.372,0.283,3.425,-0.24,90314025,-0.306935,1.17481869743942,0,FALSE,3,167.961479535518,0,0.26126158927244,0.204286840618977
"1196","UTSI",2013,366.967,107.773,39.778,0.151,-30.68,45.62,150.38,110.078,216.587,-22.721,0,0,-1110.16,0,164.439,107.935,0.59,3.509,-0.58,22811125,1.67889047619048,2.31689522047048,0,FALSE,3,92.1614580798747,0,0.724629435702126,0.250335015099312
"1197","CSTI",2010,10.354,0.407,35.721,0.042,-1.503,3.784,7.5,4.694,2.854,-0.358,0,0,-143.823,0,12.656,4.791,0,0,-0.01,6090814,0.00144641148325358,0.0360973862687021,0,FALSE,3,1.28943473490431,0,0.040069701237834,0.277028367803749
"1199","CSTI",2012,9.217,0.114,1.447,0.002,-2.804,5.959,8.043,4.132,1.174,0.592,15.6,2,-143.329,0,19.581,5.633,0,0,0.41,979053,2.12853,1.60977192490449,0,FALSE,3,2.32933997533679,0,1.32225563576423,0.25469446550593
"1200","CSTI",2013,13.252,1.637,1.458,0.003,-0.163,7.615,9.972,7.18,3.28,1.907,63,2,-141.422,0,26.476,7.966,0,0,1.31,269964,6.87,4.06256792178074,0,FALSE,3,5.92322402995631,0,1.69104865008354,0.322456147250282
"1201","ALVRQ",2010,214.764,61.297,62.261,0.166,0.114,79.002,122.087,56.078,92.677,-98.479,56.5,1.45,-296.575,0,205.815,109.978,0,0,-1.58,93621498,-1.52545454545455,2.78719612767096,0,FALSE,0,173.533618104921,0,0.547307930830562,0.566877940276232
"1202","ALVRQ",2011,206.838,57.787,62.379,0.166,27.025,75.613,103.341,36.215,120.684,-33.822,59.4,1.4,-335.67,0,190.037,62.078,0,0,-0.54,51239675,-1.3917380952381,1.4684300372968,0,FALSE,0,91.599197296537,0,0.947772832133096,0.367739685435797
"1203","ALVRQ",2012,96.159,9.769,63.169,0.168,-18.999,17.974,35.531,9.282,60.628,-55.909,63.6,0.54,-388.066,0,49.949,8.397,0,0,-0.89,56462645,-0.706225,0.609996958077836,0,FALSE,0,38.5328978448188,0,1.15775167506636,1.45902366924006
"1204","VIAS",2010,780.573,103.599,20.238,0.202,-11.558,211.473,472.244,94.877,523.468,13.552,59.96,1.85,-2123.559,0,929.25,134.285,0,3.84,0.68,4813856,-2.91534090909091,18.0363000179662,0,FALSE,0,365.0186397636,0,0.161637414890354,0.0377017458859435
"1205","VIAS",2011,839.249,71.281,20.39,0.204,-2.633,219.631,509.788,116.457,546.177,28.493,61.73,1.65,-2094.707,0,1057.317,136.733,0,5.259,1.43,5324526,-1.49383333333333,20.7702146219468,0,FALSE,0,423.504676141496,0,0.071921901652132,0.0688485904468696
"1206","VIAS",2012,1106.181,74.816,20.624,0.206,296.465,249.189,795.303,111.029,874.324,-62.307,64.59,0.74,-2156.201,0,1159.906,142.879,0,6.322,-3.12,3054797,-4.29925,16.9764171204939,0,FALSE,0,350.121626693067,0,0.253248372108503,0.183784362616393
"1207","VIAS",2013,1118.417,54.738,20.759,0.208,-3.384,226.55,774.096,122.182,905.829,-28.22,54.8,0.815,-2184.828,0,1171.046,108.448,0,7.238,-1.4,3503886,-0.324285714285715,13.7090575095512,0,FALSE,0,284.586324840774,0,0.0236548511128341,0.1021222647162
"1208","OCLR",2010,360.795,107.176,49.396,0.494,77.338,119.654,252.534,62.57,108.261,12.381,98.6,2.2,-1052.739,0,392.545,197.014,0,1.624,0.31,324870521,10.43120215311,9.06115260503862,0,FALSE,3,447.584694078488,0,1.15120036134361,0.0342119831231646
"1209","OCLR",2011,375.174,62.783,50.476,0.505,2.704,138.956,229.095,102.201,146.079,-46.425,96.8,1.3,-1085.341,0,466.505,138.039,0,1.627,-0.96,371818865,-10.6312738095238,7.9146025094439,0.00926163547909377,TRUE,3,399.49747626669,3700000,1.34324797699421,0.121294783768926
"1210","OCLR",2012,328.306,61.76,51.511,0.515,22.835,89.334,167.651,78.444,160.655,-66.503,91.6,1,-1163.036,0,385.458,92.524,0,2.842,-1.32,202155317,-2.21025,2.93924798664976,0,FALSE,3,151.403603040316,0,0.751978060387925,0.449094464296827
"1211","OCLR",2013,449.894,84.635,92.766,0.928,30.781,101.274,187.036,118.099,295.762,-122.745,82.9,0.7,-1275.951,0,586.028,113.439,0,3.012,-1.4,280883316,0.55,1.50541352049013,0,FALSE,3,139.651190641787,0,0.365348120309783,0.929977033515811
"1212","DDIC",2010,139.864,28.347,20.182,0.023,-9.691,68.338,98.336,20.97,51.232,20.735,43.6,1.93,-140.249,0,267.784,51.026,0,0,1.04,42951939,6.97607655502392,7.85093348572353,0,FALSE,0,158.447539608872,0,0.888566508391584,0.132468323912205
"1213","DDIC",2011,147.969,31.181,20.459,0.023,-9.049,66.671,109.464,23.611,47.094,21.845,49.5,1.3,-118.941,0,263.392,58.656,0,0,1.08,32820090,-2.58579761904762,9.23070694873713,0,FALSE,0,188.851033464213,0,0.280129965495372,0.117000789430083
"1214","QBAK",2010,32.521,2.234,12.253,18.83,-1.47,4.816,29.847,4.823,2.674,-3.121,0,0,11.017,0,15.27,19.569,0,0,-0.25,2208187,-0.501615550239235,1.79824978441658,0,FALSE,2,22.0339546084563,0,0.278946537119691,0.139024067827768
"1215","QBAK",2011,31.935,4.97,12.253,18.869,0,6.858,29.18,5.673,2.755,-0.68,0,0,10.311,0,18.302,21.94,0,0,-0.06,2159695,0.00466928571428582,1.83173880657259,0,FALSE,2,22.444295596934,0,0.00254910017603581,0.0327557617847642
"1216","QBAK",2012,28.824,7.381,12.253,18.878,0,4.763,25.053,4.475,3.771,-4.107,30.39,1.29,6.175,0,17.081,18.392,0,0,-0.34,1836041,-0.454375,1.73423525550949,0,FALSE,2,21.2495845857578,0,0.262003092461934,0.196051832598752
"1217","QBAK",2013,20.207,1.966,12.253,18.938,0,4.085,14.745,1.628,5.462,-10.363,28.91,1.05,-4.193,0,13.096,8.601,0,0,-0.85,3108300,-0.403914285714286,1.46885866155425,0,FALSE,2,17.9979251800242,0,0.274985127082881,0.578680592114007
"1218","STEC",2010,365.654,170.457,51.046,0.051,5.861,134.068,322.174,88.968,43.48,28.538,66.7,2.2,152.996,0,280.149,272.63,9.304,9.102,0.56,786829168,-0.0644940191387562,14.1438393709488,0,FALSE,2,721.986424529452,0,0.00455986648655144,0.0395932098288836
"1219","STEC",2011,336.582,180.853,46.11,0.046,-50.43,147.33,310.353,58.629,26.229,25.1,69.8,1.5,178.096,0,308.059,257.778,12.137,10.581,0.5,459717173,-11.6628392857143,15.1935218264906,0,FALSE,2,700.573291419483,0,0.767619214221917,0.03290876241269
"1220","STEC",2012,289.771,158.232,46.805,0.047,2.399,74.618,225.182,41.76,64.589,-103.224,70.9,1,74.872,0,168.308,185.878,0,0.011,-2.22,164787439,-4.43901,7.57530574276601,0,FALSE,2,354.562185290163,0,0.585984269247351,0.293057478520913
"1221","YOSN",2010,73.131,26.249,54.831,0.055,0,18.842,63.72,7.284,9.411,-24.927,0,0,43.463,0,158.094,39.14,0,0,-0.45,26815402,-0.31068038277512,0.344831638987125,0,FALSE,2,18.9074635973031,0,0.900962520978881,1.30498466243349
"1222","YOSN",2011,21.007,5.778,58.911,0.059,0,3.247,13.359,3.358,7.648,-52.844,0,0,-8.324,0,61.021,13.266,0,0,-0.91,21274735,-0.178178095238095,0.12253216924888,0,FALSE,2,7.21849262262076,0,1.45413319890053,7.4266211524556
"1223","YOSN",2012,4.771,0.456,18.782,0.019,2.546,0.929,-0.049,1.971,4.82,-15.867,0,0,-24.059,0,21.497,-0.082,0,0,-1.05,19164156,0.02332,0.0769649050945876,0,FALSE,2,1.44555484748654,0,0.302995241419975,13.6425816248273
"1224","YOSN",2013,3.969,1.426,23.543,0.024,1.858,0.159,-1.296,1.491,5.755,-3.627,0,0,-27.678,0,12.788,-1.337,0,0,-0.19,2001105,-0.175657142857143,0.33222760094406,0,FALSE,2,7.821634409026,0,0.528725314687866,0.571897095425229
"1225","SONS",2010,555.954,62.501,277.17,0.277,-0.277,165.098,419.043,22.499,136.998,-10.691,64.5,2.06,-882.606,0,249.307,323.477,1.271,1.679,-0.04,640205943,0.300203349282297,2.73568094169052,0,FALSE,3,758.248686608363,0,0.109736243253859,0.0146215881356697
"1226","SONS",2011,504.715,105.451,279.318,0.279,0.804,157.75,415.389,15.434,89.414,-12.703,67.6,1.535,-894.897,0,259.696,336.619,1.137,1.623,-0.05,715127247,-0.431416666666666,2.8927008609716,0,FALSE,3,807.983419084865,0,0.149139744274063,0.0172848844049523
"1227","SONS",2012,471.26,88.004,280.963,0.281,-30.339,164.238,378.48,25.91,95.214,-50.169,67.4,0.78,-945.62,0,254.134,285.328,1.011,1.448,-0.18,380446837,-0.7905,2.20885087178585,0,FALSE,3,620.605367489569,0,0.357878392831872,0.0814903361286994
"1228","SONS",2013,417.484,72.423,266.227,0.266,-56.534,187.031,312.322,21.793,105.232,-22.119,63.2,1.265,-968.456,0,276.733,223.879,2.121,1.855,-0.08,486954285,0.747619047619048,2.90327607007473,0,FALSE,3,772.930478307784,0,0.257508769257277,0.0275550784937724
"1229","EXFO",2010,273.502,21.44,59.58,106.126,0.055,128.856,221.838,40.328,53.083,6.619,0,0,95.73,0,202.757,98.407,12.884,19.075,0.11,7893626,1.88788516746412,5.72352123334935,0,FALSE,3,341.007395082954,0,0.329846800683457,0.0192189380479731
"1230","EXFO",2011,321.086,22.771,60.265,110.341,1.605,169.447,264.714,52.754,57.34,19.349,0,0,135.388,0,269.743,143.845,11.024,12.241,0.32,34771102,-3.05940928571429,8.01810681037244,0,FALSE,3,483.211206927095,0,0.381562550620622,0.0399096703957647
"1231","EXFO",2012,306.683,58.868,60.354,110.965,-3.285,158.438,253.563,41.212,53.402,-3.593,0,0,125.018,0,249.966,117.657,12.08,9.975,-0.06,8778276,-1.4145,5.79498354788486,0,FALSE,3,349.750437049043,0,0.244090425505399,0.0103537826301336
"1232","EXFO",2013,281.538,45.386,60.045,109.837,-3.598,149.681,236.452,35.705,45.086,1.341,0,0,109.429,0,242.15,110.489,10.807,7.581,0.02,7017525,-0.533285714285714,5.0205231687255,0,FALSE,3,301.457313666123,0,0.10622114396518,0.00398364858160333
"1233","IGOI",2010,50.173,9.942,32.894,0.329,0,15.983,42.298,10.307,7.875,0.835,0,0,-130.272,-0.027,43.357,35.986,0,0,0.03,54164600,2.20379880382775,1.80618086289505,0,FALSE,2,59.4125133040698,0,1.22014292649263,0.0166096323000091
"1234","IGOI",2011,37.278,10.29,33.742,0.337,0,10.275,30.867,11.177,6.411,-11.529,0,0,-142.923,0,38.372,26.299,0,0,-0.35,50006839,-3.06212380952381,2.14601136982773,0,FALSE,2,72.4107156407273,0,1.42689076701845,0.163093264518955
"1235","IGOI",2012,24.865,8.229,34.763,0.348,0,6.957,21.064,8.376,3.801,-12.024,76.01,1.21,-154.142,0,29.876,19.4,0,0,-0.35,25690429,-0.542275,0.537804194507184,0,FALSE,2,18.6956872136532,0,1.00831307293338,0.650794477943264
"1236","IGOI",2013,12.103,6.854,2.945,0.029,0,0.281,9.402,1.407,2.701,-12.566,0,0,-166.566,0,16.928,8.968,0,0,-4.3,7167578,2.09635714285714,2.63439935986211,0,FALSE,2,7.7583061147939,0,0.79576285008165,1.63225062437955
"1237","NEI",2010,84.111,15.323,42.848,0.48,0.912,26.408,55.18,23.161,28.959,1.529,72.14,2.21,-139.241,0,221.62,49.771,0,0,0.04,116559421,-0.00443205741626795,2.02399803114506,0,FALSE,3,86.7242676385034,0,0.00218975381797213,0.0197628650742167
"1238","NEI",2011,131.391,19.852,42.458,0.481,-0.501,31.935,92.22,24.331,39.171,36.701,72.36,1.59,-102.541,0,272.468,72.516,15.855,30.856,0.86,107669760,-0.877604761904762,1.45020935311764,0,FALSE,3,61.5729887146689,0,0.605157289889282,0.593017827495859
"1239","SRTI",2010,43.736,7.329,51.295,0.051,-2.022,26.031,34.104,7.079,9.632,-0.039,63.8,2.73,-44.769,0,40.667,18.602,0,0,-0.102017543859649,15284401,-0.315263157894737,0.570867615101654,0,FALSE,3,29.2826543166393,0,0.552252658155426,0.17870613284217
"1240","SRTI",2011,28.253,5.504,50.378,0.051,-0.338,15.238,20.828,6.155,7.425,-13.92,75.3,1.55,-58.445,0,29.058,12.032,0,0,-0.27,6447112,-0.136095238095238,0.465455101439369,0,FALSE,3,23.4486971003125,0,0.292391763833672,0.580077432098294
"1241","SMTX",2010,98.427,0.933,15.914,5.903,-13.454,32.068,40.874,42.413,65.598,12.35,0,0,-229.797,0,262.58,23.18,3.323,3.323,0.82,53832755,2.38366842105263,2.8949491475147,0,FALSE,2,46.070220733549,0,0.823388702043004,0.283251953045174
"1242","SMTX",2011,114.296,2.635,16.206,5.631,3.614,24.137,51.95,52.648,79.729,1.15,92.6,0.67,-228.647,0,220.351,32.479,3.2,3.2,0.07,25077527,-0.710900714285715,2.39124926096533,0,FALSE,2,38.7525855232041,0,0.297292601775329,0.0292734016242797
"1243","SMTX",2012,121.707,2.203,16.344,0.389,-4.022,29.698,44,54.806,78.999,7.542,83,0.5,-221.105,0,296.305,20.628,3.398,5.635,0.46,12813532,-0.42855,3.07112361087171,0,FALSE,2,50.1944442960873,0,0.139541762006239,0.149782313669046
"1244","SMTX",2013,93.794,3.295,16.417,0.39,0.349,19.18,31.641,36.776,62.672,-11.895,69.1,0.4,-233,0,270.684,12.329,0.818,2.304,-0.73,9187571,-0.184461904761905,2.17148601992052,0,FALSE,2,35.6492859890352,0,0.0849473139912993,0.33617531648982
"1245","ERMS",2010,3.2,2.146,23.908,0.024,0,0.538,3.096,0.147,0.104,0.018,114,1.93,-31.087,0,1.069,2.972,0,0,-0.00873015873015873,573649,-0.0419799043062201,0.184541754171331,0,FALSE,2,4.41202425872818,0,0.227481875279269,0.0473072274042304
"1247","ERMS",2012,2.757,1.962,24.058,0.024,0,0.31,2.656,0.158,0.101,-0.334,110.5,1.07,-31.552,0,0.668,2.135,0,0,-0.01,243569,0.0081,0.138783911867118,0,FALSE,2,3.33886335169913,0,0.0583641136139433,0.0720544612517819
"1248","ERMS",2013,2.463,1.377,24.108,0.024,0,0.286,2.368,0.028,0.095,-0.299,110.5,1.04,-31.851,0,0.6,1.852,0,0,-0.01,1443524,-0.0171428571428572,0.101401810809963,0,FALSE,2,2.44459485500659,0,0.169058688458578,0.0986175682675035
"1249","LTRX",2010,32.532,10.075,10.323,0.001,-1.07,24.386,18.605,6.873,14.191,-1.519,80,2.77,-172.807,0,46.375,7.623,0,0,-0.15,3176849,0.132732296650718,3.71656602426273,0,FALSE,2,38.3661110684642,0,0.0357136926356766,0.0403598372854835
"1250","LTRX",2011,31.192,5.836,10.55,0.001,0.212,24.782,15.581,9.16,16.489,-5.271,79,1.96,-178.078,0,49.321,5.222,0,0,-0.51,2782250,-1.24373523809524,2.77611785329183,0,FALSE,2,29.2880433522288,0,0.448012405748718,0.183709779970349
"1251","LTRX",2012,33.011,11.374,14.549,0.001,8.7,22.58,22.147,5.955,11.079,-3.04,81,0.92,-181.118,0,45.382,11.927,0,0,-0.27,5370157,-0.855085,2.21806220670253,0,FALSE,2,32.2705870453151,0,0.38550992727621,0.121727875432941
"1252","LTRX",2013,29.359,5.243,14.58,0.001,-0.786,22.499,20.011,8.741,9.402,-2.769,85,0.73,-183.915,0,46.655,8.522,0.476,0,-0.19,8693678,-0.236028571428571,1.73065878696247,0,FALSE,2,25.2330051139127,0,0.136380766218414,0.109784783361875
"1253","CRNT",2010,287.182,37.725,35.268,0.095,4.935,94.094,204.169,65.921,83.013,14.062,53.5,2.08,-76.71,0,249.852,167.509,8.829,12.886,0.4,66305468,0.13566985645933,10.0852676569553,0,FALSE,0,355.6872197255,0,0.0134522811961035,0.039661813013375
"1254","CRNT",2011,411.158,28.991,36.325,0.097,39.474,156.865,187.819,93.465,250.107,-53.654,48.5,1.79,-130.866,0,445.269,154.987,8.898,17.52,-1.49,54488934,-5.19694047619048,10.9098795360024,0,FALSE,0,396.301374145287,0,0.476351774466498,0.136573460328597
"1255","CRNT",2012,393.596,47.099,36.565,0.098,9.504,160.515,162.245,65.554,249.887,-23.391,52,1.2,-154.404,0,446.651,129.407,9.14,17.729,-0.64,26810160,-3.62225,7.46830406521079,0,FALSE,0,273.078538144432,0,0.48501640645208,0.0856954931684261
"1256","CRNT",2013,365.971,42.407,52.457,0.141,49.56,130.294,145.382,64.239,230.893,-47.478,48.5,1.45,-202.961,0,361.772,106.765,6.542,13.74,-1.23,37764837,-2.12809523809524,3.80169088399523,0,FALSE,0,199.425298701738,0,0.559775979434394,0.323540244994191
"1257","AVSR",2010,3.266,1.817,39.121,0.04,-4.205,3.989,-7.852,0.023,11.118,4.449,137,2,-111.656,0,5.657,-8.085,0,0,0.11,991859,0.229928229665072,0.589135908777213,0,FALSE,2,23.0475858872734,0,0.390280453524386,0.186714132276051
"1258","AVSR",2011,5.163,2.722,40.742,0.042,1.983,6.474,-9.937,0.016,18.1,-6.429,164,1.5,-118.085,0,7.949,-9.845,0,0,-0.16,663628,-0.0343809523809524,0.379102917867792,0,FALSE,2,15.4454110797696,0,0.0906902868865345,0.422048980524593
"1259","INSA",2010,0.034,0.004,69.247,0.069,0.159,0.05,-0.076,0.018,0.651,-0.123,0,0,-35.673,0,0.079,-0.076,0,0,-0.00396825396825397,5633622,0.00157751196172249,0.0110922685584184,0,FALSE,2,0.768106320864802,0,0.1422172528022,0.357749539452169
"1260","INSA",2011,0.023,0.001,13.959,0.014,0.129,0.053,-0.097,0.013,0.87,-0.316,0,0,-35.989,0,0.099,-0.097,0,0,-0.02,1659737,0.181039285714286,0.167582815920731,0,FALSE,2,2.33928852743748,0,1.08029743216584,0.119343978618072
"1261","INSA",2012,0.029,0.001,14.214,0.014,0.17,0.017,-0.055,0.019,1.072,-0.257,0,0,-36.246,0,0.038,-0.055,0,0,-0.02,337534,-0.059125,0.191794727369313,0,FALSE,2,2.72617025482741,0,0.308272290959027,0.104278153389946
"1262","INSA",2013,0.02,0.001,14.214,0.014,0.125,0.016,-0.017,0.012,1.261,-0.358,0,0,-36.604,0,0.027,-0.017,0,0,-0.03,1224502,0.522238095238095,0.382438142655717,0,FALSE,2,5.43597575970836,0,1.36554918819442,0.0784440584081775
